book_id,isbn,authors,original_publication_year,original_title,language_code,rating,ratings_count
6101138,7230206,Hilary Mantel,2009,Wolf Hall,eng,3.85,102936
6294,006441034X,Diana Wynne Jones,1986,Howl's Moving Castle,eng,4.3,123945
11570,2226131906,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,fre,3.59,115855
16902,691096120,Henry David Thoreau,1854,Walden; or Life in the Woods,eng,3.79,108062
28921,571225381,Kazuo Ishiguro,1989,The Remains of the Day,eng,4.1,105892
10766509,446547654,Nicholas Sparks,2010,The Best of Me,en-US,3.91,103915
10746542,224094157,Julian Barnes,2011,The Sense of an Ending,eng,3.7,94968
64863,312938993,Sue Grafton,1982,A is for Alibi,en-US,3.82,116026
1554,1580495931,"Sophocles, J.E. Thomas",-430,Οἰδίπους Τύραννος,eng,3.67,119496
5960325,1400067111,Lisa See,2009,Shanghai Girls,eng,3.87,106729
5659,143039091,"Kenneth Grahame, Gillian Avery",1908,The Wind in the Willows,eng,3.98,124612
15749186,,Jenny Han,2014,To All the Boys I've Loved Before,eng,4.11,136938
9516,037571457X,"Marjane Satrapi, Mattias Ripa",2000,Persepolis,eng,4.23,117103
3087,1420925431,E.M. Forster,1908,A Room with a View,eng,3.91,109994
6931356,316084239,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736
1295102,067001088X,Sarah Dessen,2008,Lock and Key,eng,4.01,120475
268602,399151575,J.D. Robb,1995,Naked in Death,en-US,4.13,78028
5355,385339666,John Grisham,1994,The Chamber,eng,3.76,102715
4502877,,Stephenie Meyer,2008,Midnight Sun (Partial Draft),eng,4.03,138118
204042,1569319006,"Masashi Kishimoto, Katy Bridges",1999,NARUTO -ナルト- 巻ノ一 ,eng,4.35,104633
13227454,812993292,Rachel Joyce,2012,The Unlikely Pilgrimage of Harold Fry,eng,3.89,94012
13262783,307931889,David Levithan,2012,Every Day,eng,3.99,121863
8648,312861877,Orson Scott Card,1991,Xenocide,eng,3.77,104467
24128,743477561,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596,The Merchant of Venice,eng,3.78,115621
402093,440178002,James Clavell,1975,Shōgun,eng,4.37,104339
42900,451219368,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,134249
16096824,1619634449,Sarah J. Maas,2015,A Court of Thorns and Roses,eng,4.29,167848
13584236,345803574,E.L. James,2012,,,4.13,76876
293595,068983568X,"Bill Martin Jr., John Archambault, Lois Ehlert",1989,Chicka Chicka Boom Boom,eng,4.21,105192
6393631,545132053,Raina Telgemeier,2009,Smile,eng,4.19,98628
5472,151010269,"George Orwell, Christopher Hitchens",1950, Animal Farm & 1984,eng,4.26,116197
5161,140286276,Jacquelyn Mitchard,1996,The Deep End of the Ocean,en-US,3.84,102733
12555,345457374,Amy Tan,2001,The Bonesetter's Daughter,en-US,3.98,99926
402013,60288140,Louise Rennison,1999,"Angus, Thongs and Full-Frontal Snogging",eng,3.74,112733
13538873,374214913,Robin Sloan,2012,Mr. Penumbra's 24-Hour Bookstore,eng,3.75,110552
43448,743496310,V.C. Andrews,1979,Flowers in the Attic,eng,3.79,109063
25899336,,"Paul Kalanithi, Abraham Verghese",2016,When Breath Becomes Air,eng,4.32,116771
139463,590452037,Jerry Spinelli,1990,Maniac Magee,eng,3.86,99831
22290,99285444,Chuck Palahniuk,1999,Invisible Monsters,eng,4,54937
1625,743482778,William Shakespeare,1601,"Twelfth Night; or, What You Will",eng,3.97,119607
12936,385732562,Lois Lowry,2000,Gathering Blue,eng,3.8,114917
902,014240120X,Ellen Raskin,1978,The Westing Game,eng,4.03,117108
15839976,345539788,Pierce Brown,2014,Red Rising,eng,4.26,104939
3227063,316033677,Brent Weeks,2008,The Way of Shadows,en-US,4.15,109236
30868,812474945,Barbara Kingsolver,1988,The Bean Trees,eng,3.94,105032
15745950,1476712980,Jamie McGuire,2013,Walking Disaster,eng,4.23,134022
17332218,765326361,Brandon Sanderson,2014,Words of Radiance,eng,4.77,73572
301736,076360013X,"Sam McBratney, Anita Jeram",1988,Guess How Much I Love You,en-US,4.36,104690
10967,440221668,Diana Gabaldon,2001,The Fiery Cross,eng,4.26,103552
10628,450042685,"Stephen King, John D. MacDonald",1978,Night Shift,en-GB,3.96,104248
126232,1400064562,Peter Benchley,1974,Jaws,eng,3.96,102574
3867,393328627,Nicole Krauss,2005,The History of Love,eng,3.91,98379
19302,142402494,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,Pippi Långstrump,eng,4.11,123065
2967752,1933372605,"Muriel Barbery, Alison Anderson",2006,L'élégance du hérisson,eng,3.73,101669
2199,743270754,"Doris Kearns Goodwin, Suzanne Toren",2005,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,102923
7091488,441018645,Charlaine Harris,2010,Dead in the Family,en-US,3.88,127379
11989,679720219,"Albert Camus, Stuart Gilbert",1947,La peste,en-US,3.97,95803
78418,439206480,"Lemony Snicket, Brett Helquist",1999,The Reptile Room,eng,3.95,130213
13547180,145162137X,Susannah Cahalan,2012,Brain on Fire,eng,4,92849
305234,61214655,Melissa Marr,2007,Wicked Lovely ,en-US,3.69,131034
420297,039515023X,H.A. Rey,1941,Curious George,en-CA,4.13,105473
27712,525457585,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,Die unendliche Geschichte,eng,4.17,109110
13912,571212921,Sylvia Nasar,1998,A Beautiful Mind,en-GB,4.12,98276
41681,1884365302,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906,The Jungle,eng,3.72,97468
2800905,61662690,Kelley Armstrong,2008,The Summoning,en-US,4.03,132285
63697,684853949,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,en-US,4.04,102419
92364,006074815X,Ken Follett,1978,Storm Island,en-US,4.16,93475
78433,1860498809,Margaret Atwood,2000,The Blind Assassin,eng,3.95,98464
23164983,1594747350,Ransom Riggs,2014,Hollow City,eng,4.07,73149
359770,375727345,Andre Dubus III,1999,House of Sand and Fog,eng,3.83,55381
17235026,356500152,M.R. Carey,2014,The Girl with All the Gifts,eng,3.93,99729
77013,067973225X,William Faulkner,1930,As I Lay Dying,eng,3.72,103547
98573,747532036,Crockett Johnson,1955,Harold and the Purple Crayon,eng,4.24,107221
35729,451218043,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",eng,4.35,137558
29580,553803735,Isaac Asimov,1953,,eng,4.23,96865
91477,451458125,Jim Butcher,2001,Fool Moon ,eng,4.04,111371
15751404,316204366,Malcolm Gladwell,2011,David and Goliath,eng,3.9,90083
870,1591169208,"Hiromu Arakawa, Akira Watanabe",2002,鋼の錬金術師 1,eng,4.49,93990
64216,61020648,Terry Pratchett,1989,Guards! Guards!,eng,4.32,108652
7815,1400078431,Joan Didion,2005,The Year of Magical Thinking,eng,3.86,94590
80660,006112429X,Lionel Shriver,2003,We Need to Talk About Kevin,eng,4.07,101343
112537,1857231589,Arthur C. Clarke,1973,Rendezvous with Rama,eng,4.06,93151
43758,345419626,Anne Rice,1988,The Queen of the Damned,eng,3.86,110693
53835,159308143X,"Edith Wharton, Maureen Howard",1920,The Age of Innocence,eng,3.93,102646
61535,199291152,Richard Dawkins,1976,The Selfish Gene,eng,4.11,96564
4965,142001430,Geraldine Brooks,2001,Year of Wonders: A Novel of the Plague,eng,4,104283
32508,446612731,Michael Connelly,1992,The Black Echo,eng,4.08,98591
667,452281253,Ayn Rand,1938,Anthem,eng,3.62,95620
10140661,1936305623,Sylvain Reynard,2011,Gabriel's Inferno,eng,4.02,119633
8073,689707495,"Judi Barrett, Ron Barrett",1978,Cloudy with a Chance of Meatballs,eng,4.15,104677
6643090,1400068932,Helen Simonson,2010,Major Pettigrew's Last Stand,eng,3.87,97745
5598113,425227510,Nora Roberts,2009,Vision in White,eng,4.1,103933
10909,074349671X,Jodi Picoult,2006,The Tenth Circle,eng,3.48,99170
9067850,1423140567,Rick Riordan,2011,The Throne of Fire,eng,4.2,116360
51964,765348276,John Scalzi,2005,Old Man's War,eng,4.23,97653
32692,831727527,Stephen King,1992,Gerald's Game,eng,3.47,100158
6427,140255559,Janet Evanovich,1996,Two for the Dough,eng,4.11,116171
327847,684818701,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931,The Joy of Cooking,,4.14,102348
21611,60510862,Joe Haldeman,1974,The Forever War,eng,4.15,87636
10585,8497597729,"Stephen King, Bettina Blanch Tyroller",1994,Insomnia,spa,3.79,100972
7603,812971060,Azar Nafisi,2003,Reading Lolita in Tehran: A Memoir in Books,eng,3.57,94696
944073,575079797,Joe Abercrombie,2006,The Blade Itself,eng,4.14,97501
114955,786851473,Eoin Colfer,2002,The Arctic Incident,eng,3.94,108031
7354,743225422,Annie Proulx,1993,The Shipping News,eng,3.83,103151
22318578,1607747308,"Marie Kondō, Cathy Hirano",2011,人生がときめく片づけの魔法,eng,3.77,105063
18460392,385755880,"Jennifer Niven, فرانک معنوی",2015,All the Bright Places,eng,4.19,132087
231604,671011367,Kathy Reichs,1997,Déjà Dead,eng,3.86,100369
17402605,552562521,Michael Scott,2007,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,eng,3.84,58396
10964693,374203059,Jeffrey Eugenides,2011,The Marriage Plot,eng,3.42,90551
16527,61120251,"Isabel Allende, Margaret Sayers Peden",1998,Hija de la fortuna,eng,3.89,89770
22609317,1476789630,Jessica Knoll,2015,Luckiest Girl Alive,eng,3.48,82504
270730,689865198,Ellen Hopkins,2004,"Crank (Crank, #1)",eng,4.16,104168
17675462,545424925,Maggie Stiefvater,2012,The Raven Boys,eng,4.05,121727
547094,031286504X,Richard Matheson,1954,I Am Legend and Other Stories,eng,3.99,98795
1736739,140006208X,Elizabeth Strout,2008,Olive Kitteridge,eng,3.78,85019
20588698,081299499X,"Lena Dunham, Joana Avillez",2014,Not that Kind of Girl,eng,3.33,88251
76865,66620996,James C. Collins,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,4.04,85277
6137154,803734611,Kristin Cashore,2009,Fire,en-US,4.12,98180
17716,,Samuel Beckett,1952,En attendant Godot,eng,3.81,98950
43035,439236193,Jack London,1906,White Fang,eng,3.94,100223
4978,141651693X,"Stephen King, Bernie Wrightson",2003,Wolves of the Calla,eng,4.17,98182
18116,440238609,Philip Pullman,2000,His Dark Materials,eng,4.25,88227
16081272,1480095532,J.A. Redmerski,2012,The Edge of Never,en-US,4.26,117508
15776309,006222543X,Kimberly McCreight,2013,Reconstructing Amelia,eng,3.82,86965
18693716,525426582,Jojo Moyes,2014,The One Plus One,eng,3.94,87412
11899,312305060,Michael Cunningham,1998,The Hours,en-US,3.91,97462
15858248,1623420024,Alice Clayton,2012,Wallbanger,eng,4.1,134805
4136,316191299,David Sedaris,1997,Holidays on Ice,eng,3.95,82591
10584,451188462,Stephen King,1996,Desperation,eng,3.8,94821
9369720,385739168,Lauren Kate,2011,Passion,eng,3.89,119735
13089710,385742886,James Dashner,2012,The Kill Order,eng,3.69,96568
11500217,144477851X,Susan Ee,2011,Angelfall,en-US,4.19,73886
187020,375726403,Richard Russo,2001,Empire Falls,eng,3.91,90811
13895,1857232097,Robert Jordan,1993,The Fires of Heaven,en-US,4.13,93227
20820994,803734964,Jandy Nelson,2014,I'll Give You the Sun,eng,4.14,140937
22283,009928264X,Chuck Palahniuk,1999,Survivor,en-US,3.93,49551
9420,385338708,Sophie Kinsella,2007,Shopaholic and Baby,eng,3.77,98130
5091,1416524525,Stephen King,2004,The Dark Tower,en-US,4.27,93296
6202690,316070521,Catherine Hardwicke,2009,Twilight Director's Notebook,en-US,4.2,88847
9418,440241812,Sophie Kinsella,2001,Shopaholic Abroad,en-US,3.75,93498
5544,393316041,Richard Feynman,1984,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",en-US,4.29,91625
6654313,545123283,Maggie Stiefvater,2010,Linger,en-US,3.91,125363
3579,553609416,L.M. Montgomery,1908,The Complete Anne of Green Gables Boxed Set,,4.42,92142
7588,142437344,"James Joyce, Seamus Deane",1916,A Portrait of the Artist as a Young Man,eng,3.6,92569
1166599,765302306,"Robert Jordan, Brandon Sanderson",2009,The Gathering Storm,eng,4.34,94095
19089,451529170,"George Eliot, Michel Faber",1871,Middlemarch,eng,3.93,95995
13496084,,Colleen Hoover,2012,Point of Retreat,eng,4.3,109344
5350,385339100,John Grisham,1997,The Partner,,3.89,86870
30,345538374,J.R.R. Tolkien,1973,The Hobbit and The Lord of the Rings,eng,4.59,90907
13517535,146109111X,S.C. Stephens,2009,Thoughtless,eng,4.12,90483
425029,446350982,Scott Turow,1986,Presumed Innocent,,4.1,91774
11597,045052468X,Stephen King,1989,The Dark Half,eng,3.74,94624
7968243,316001929,Stacy Schiff,2006,Cleopatra: A Life,eng,3.62,73994
1911,374292795,Thomas L. Friedman,2005,The World Is Flat: A Brief History of the Twenty-first Century,en-US,3.66,78271
17182126,385743564,Brandon Sanderson,2013,Steelheart,eng,4.16,76261
766020,1558580093,"Marcus Pfister, J. Alison James",1995,,en-US,4.15,95421
32829,553213970,Jules Verne,1864,Voyage au centre de la Terre,eng,3.84,89410
6398634,61583251,Gretchen Rubin,2009,The Happiness Project,eng,3.57,94456
216363,679740678,Philip K. Dick,1962,The Man in the High Castle,eng,3.66,84180
105992,393322238,"Vincent Bugliosi, Curt Gentry",1974,Helter Skelter: The True Story of The Manson Murders,en-GB,4,92158
90072,793551617,"Robert Kapilow, Dr. Seuss",,,,4.44,90574
15645,812970063,"Dante Alighieri, Anthony M. Esolen",1320,Inferno,,3.99,87511
11559200,670023485,Deborah Harkness,2012,Shadow of Night,eng,4.04,97925
18816603,345544927,Jodi Picoult,2014,Leaving Time,eng,3.94,76553
71811,441013813,Patricia Briggs,2006,Moon Called,eng,4.18,129150
872333,786838922,Melissa de la Cruz,2006,Blue Bloods,en-US,3.68,116687
40024,812976142,Caleb Carr,1994,The Alienist,eng,4.05,96981
25489625,812993543,Ta-Nehisi Coates,2015,Between the World and Me,eng,4.4,74218
15997,140424393,"John Milton, John      Leonard",1667,Paradise Lost,eng,3.8,96316
6463967,393072231,Michael   Lewis,2009,The Big Short: Inside the Doomsday Machine,en-US,4.26,37090
11564,1416524290,Stephen King,1999,The Girl Who Loved Tom Gordon,,3.56,95768
8621462,1406311529,"Patrick Ness, Jim Kay, Siobhan Dowd",2011, A Monster Calls ,eng,4.36,104579
8253920,765325942,"Robert Jordan, Brandon Sanderson",2010,Towers of Midnight,en-US,4.42,91383
540020,553266306,Frederick Forsyth,1971,The Day of the Jackal,eng,4.25,85883
6732019,307463745,"Jason Fried, David Heinemeier Hansson",2010,Rework,eng,3.93,88626
8909152,525951989,Rainbow Rowell,2011,Attachments,eng,3.95,105414
3090465,739352350,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005,The Twilight Saga,,3.88,89204
12875258,679644199,Carol Rifka Brunt,2012,Tell the Wolves I'm Home,eng,4.04,85582
32085,312965788,James Herriot,1972,All Creatures Great And Small,eng,4.31,64779
11408650,,Michelle Hodkin,2011,The Unbecoming of Mara Dyer,eng,4.09,83847
6854,312966091,Janet Evanovich,1997,Three to Get Deadly,en-US,4.14,113400
136116,1576469239,Emmuska Orczy,1905,The Scarlet Pimpernel,eng,4.06,93217
44186,037582913X,"Jon Stone, Michael J. Smollin",1971,The Monster at the End of This Book,eng,4.45,102184
37741,425193799,Judy Blume,1972,Tales of a Fourth Grade Nothing,eng,4.09,106435
10194157,805094598,Leigh Bardugo,2012,Shadow and Bone,eng,4.05,135225
15797938,770437850,"Herman Koch, Sam Garrett",2009,Het diner,eng,3.22,74979
14290364,399256776,Marie Lu,2013,Champion,eng,4.37,114623
61666,2266079999,Carl Sagan,1985,Contact,eng,4.11,90917
9961796,525423281,Stephanie Perkins,2011,Lola and the Boy Next Door,en-US,4,108370
3711,375703861,Zadie Smith,1999,White Teeth,en-US,3.75,82474
11887020,62107062,"Chris Kyle, Scott McEwen, Jim DeFelice",2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,eng,3.97,61422
35982,1582346186,Chelsea Handler,2004,My Horizontal Life: A Collection of One-Night Stands,en-GB,3.79,83607
8659601,61974552,Pittacus Lore,2011,The Power of Six,eng,4.17,97938
15815333,1594488398,Meg Wolitzer,2013,The Interestings,eng,3.54,76566
43070,836218051,Bill Watterson,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,en-US,4.65,93001
1379961,067001821X,Geraldine Brooks,2008,People of the Book,eng,4,95796
13508607,1439152802,Kate Morton,2012,The Secret Keeper,,4.13,89460
411053,696215322,Better Homes and Gardens,1953,Better Homes & Gardens New Cook Book,,4.14,93640
8698,330491237,Douglas Adams,1984,"So Long, and Thanks for All the Fish",eng,4.08,93774
16631,140282580,"Hermann Hesse, Basil Creighton",1927,Der Steppenwolf: Erzählung,eng,4.11,80769
32263,055381706X,Tess Gerritsen,2001,The Surgeon,en-GB,4.1,89468
17572903,670026611,Jojo Moyes,2012,The Girl You Left Behind,eng,3.95,80991
68487,6480101,Robin Hobb,1996,Royal Assassin,eng,4.21,82608
414999,345347951,Arthur C. Clarke,1953,Childhood's End,en-US,4.09,87141
37190,763625299,"Kate DiCamillo, Timothy Basil Ering",2004, The Tale of Despereaux,en-US,4,113066
25460,60852550,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007,"Animal, Vegetable, Miracle: A Year of Food Life",en-US,4.03,83881
20613470,1619630656,Sarah J. Maas,2014,Heir of Fire,eng,4.53,123843
35231,812513754,Robert Jordan,1994,,eng,4.1,91046
6218281,385342306,Alan Bradley,2009,The Sweetness at the Bottom of the Pie,eng,3.81,99841
7214,785263705,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,en-US,3.92,82090
10965,385340397,Diana Gabaldon,2005,A Breath of Snow and Ashes,eng,4.43,87098
18705209,1484724917,Rick Riordan,2014,The Blood of Olympus,eng,4.41,110719
26247008,1250069793,Liane Moriarty,2016,Truly Madly Guilty,eng,3.55,90477
15704307,1607066017,"Brian K. Vaughan, Fiona Staples",2012,"Saga, Volume One",eng,4.25,131906
10996342,316126691,Chad Harbach,2011,The Art of Fielding,eng,3.99,81712
4631,99285045,Ernest Hemingway,1964,A Moveable Feast,eng,4.04,69992
44652,1590385810,Brandon Mull,2006,Fablehaven,eng,4.08,99390
438492,64407683,"Lemony Snicket, Brett Helquist",2000,The Wide Window,eng,3.91,118624
91476,451458443,Jim Butcher,2001,Grave Peril,eng,4.18,97736
10884,743264738,Walter Isaacson,2007,Einstein. His Life and Universe,eng,4.08,71156
15842441,1476717486,S.C. Stephens,2011,Effortless,eng,4.37,83085
5351,385339097,John Grisham,1998,The Street Lawyer,eng,3.81,80577
310459,014034893X,Mildred D. Taylor,1976,"Roll of Thunder, Hear My Cry",eng,3.79,92980
5899779,1594743347,"Seth Grahame-Smith, Jane Austen",2009,Pride and Prejudice and Zombies,eng,3.28,103995
15790837,316154695,David Sedaris,2013,Lets Explore Diabetes with Owls,eng,3.8,81616
12505,679642420,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868,Идиот,eng,4.18,74642
365,671746723,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency,en-US,3.97,89569
1809465,810994739,Jeff Kinney,2008,Rodrick Rules,en-US,4.1,91831
22716447,804138141,Mindy Kaling,2015,Why Not Me?,eng,3.89,74199
18126198,62285688,Veronica Roth,2014,Four: A Divergent Collection,eng,4.1,97058
23453112,1594206279,"Aziz Ansari, Eric Klinenberg",2015,Modern Romance,eng,3.85,94231
11594337,61992259,"Katherine Applegate, Patricia Castelao",2012,The One and Only Ivan,eng,4.24,85136
108229,393050327,Sebastian Junger,1997,The Perfect Storm: A True Story of Men Against the Sea,en-US,4.07,45382
68427,765350378,Brandon Sanderson,2005,Elantris,eng,4.17,95950
2118745,1406310255,Patrick Ness,2008,The Knife of Never Letting Go,eng,3.96,99638
33512,312199430,Jim Fergus,1998,One Thousand White Women: The Journals of May Dodd,eng,3.88,84367
3720975,743296419,Jodi Picoult,2009,Handle with Care,eng,3.96,90138
5093,1416521496,"Stephen King, Darrel Anderson",2004,Song of Susannah,eng,3.98,84957
13125947,525423664,Ally Condie,2012,Reached,,3.56,109290
14836,99578514,Salman Rushdie,1981,Midnight's Children,eng,3.99,75502
535441,1400049628,Max Brooks,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,eng,3.86,82535
5348,440234743,John Grisham,1999,The Testament,,3.83,80377
16331,1579126251,Agatha Christie,1930,Murder at the Vicarage,eng,4.03,93963
227651,1416924981,Margaret Peterson Haddix,1998,Among the Hidden ,eng,3.97,94478
315425,1594201455,Michael Pollan,2007,In Defense of Food: An Eater's Manifesto,en-US,4.07,80434
703292,440995779,Elizabeth George Speare,1958,The Witch of Blackbird Pond,en-US,3.97,105770
22918050,,Kiera Cass,2015,The Heir,eng,3.85,111044
9419,440241898,Sophie Kinsella,2002,Shopaholic Ties the Knot,eng,3.77,88139
5890,141439610,"Wilkie Collins, Matthew Sweet",1859,The Woman in White,eng,3.98,93134
25735012,316349933,"Robert Galbraith, J.K. Rowling",2015,Career of Evil,eng,4.21,66979
5821978,1416968237,Jenny Han,2009,The Summer I Turned Pretty,en-US,3.96,104730
6422,312966970,Janet Evanovich,1998,Four to Score ,en-US,4.17,106871
29209,1573225789,James McBride,1996,The Color of Water: A Black Man's Tribute to His White Mother,en-US,4.06,80906
6402364,60889578,"Steven D. Levitt, Stephen J. Dubner",2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",en-US,3.95,85006
112750,385339151,Karen Marie Moning,2006,Darkfever,eng,4.14,110812
234184,312857063,Terry Goodkind,1995,Stone of Tears,en-US,4.1,83235
7114761,312554168,Emily Giffin,2010,Heart of the Matter,en-US,3.73,83461
5797,141439831,"William Makepeace Thackeray, John Carey",1847,Vanity Fair: A Novel Without a Hero,eng,3.76,91323
4982,1857988841,Kurt Vonnegut Jr.,1959,The Sirens of Titan,en-GB,4.16,72493
10625,2266047426,"Stephen King, Dominique Dill",1992,Dolores Claiborne,fre,3.81,71053
25781157,62414216,Cynthia D'Aprix Sweeney,2016,The Nest,eng,3.45,79762
21326,1563899426,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Volume 1: Legends in Exile",eng,3.99,101016
1633,142000280,David    Allen,2001,Getting Things Done: How To Achieve Stress-free Productivity,en-GB,3.98,75665
13103,446671002,James Redfield,1993,The Celestine Prophecy,en-US,3.6,72675
12294652,803736991,Huntley Fitzpatrick,2012,My Life Next Door ,eng,4.02,102012
12959233,525952926,Ken Follett,2012,Winter of the World,eng,4.29,71971
19288239,385352107,"Haruki Murakami, Philip Gabriel",2013,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",eng,3.82,67873
82970,033041836X,Alice Sebold,1999,Lucky,eng,3.77,77462
59716,140679239X,Virginia Woolf,1927,To The Lighthouse ,eng,3.76,83066
105576,8129104598,Chetan Bhagat,2004,Five Point Someone: What Not to Do at IIT,en-GB,3.43,67438
30281,425197549,Laurell K. Hamilton,1993,Guilty Pleasures,eng,4.02,104252
19057,375836675,Markus Zusak,2002,The Messenger,en-US,4.09,93119
31463,141439653,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874,Far from the Madding Crowd,eng,3.92,87427
34507,60855908,Terry Pratchett,1987,Equal Rites,eng,4,88673
24800,038560310X,Mark Z. Danielewski,2000,House of Leaves,eng,4.13,75469
85379,380718340,Patricia Cornwell,1993,Cruel & Unusual,nl,4.11,83695
17288661,385537131,John Grisham,2013,Sycamore Row,eng,3.98,56315
8652190,312650248,"P.C. Cast, Kristin Cast",2011,Awakened,en-US,4.02,101234
17150,1583485090,Willa Cather,1918,My Ántonia,eng,3.76,81102
213753,152061548,Susan Beth Pfeffer,2006,Life As We Knew It,eng,3.89,94282
706,713998946,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004,America (The Book): A Citizen's Guide to Democracy Inaction,eng,4.02,74511
89375,800759494,"Don Piper, Cecil Murphey",2004,90 Minutes in Heaven,,3.91,67937
17407748,1455520659,Nicholas Sparks,2012,The Longest Ride,eng,4.14,71276
57854,679776192,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300,道德經 [dào dé jīng],eng,4.31,39863
78983,312995059,Jeffrey Archer,1979,Kane and Abel,en-US,4.27,74052
1609451,743496744,Jodi Picoult,2008,Change of Heart,en-US,3.91,86471
32370,312423799,Augusten Burroughs,2003,Dry: A Memoir,eng,4.01,70550
80568,446613347,James Patterson,2001,Sam's Letters To Jennifer,,4.15,77538
25644601,1101946342,E.L. James,2015,Grey,en-GB,3.76,75320
106,441172695,Frank Herbert,1969,Dune Messiah ,eng,3.86,82580
17267,6280560,C.S. Lewis,1945,The Great Divorce,en-US,4.28,75031
80536,1416528636,Jennifer Weiner,2004,Little Earthquakes,,3.76,77592
46306,517092913,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835,Eventyr og historier,eng,4.28,90999
6466909,316075809,Mark Cotta Vaz,2009,New Moon: The Complete Illustrated Movie Companion,en-US,4.34,82399
24445517,,Colleen Hoover,2014,Maybe Someday,eng,4.33,81707
31101,767905202,Jane Green,1999,Mr Maybe,eng,3.41,78132
77392,553213172,L.M. Montgomery,1915,Anne of the Island,eng,4.21,97049
51893,140047484,"Friedrich Nietzsche, Walter Kaufmann",1883,Also sprach Zarathustra,eng,4.05,65362
156538,140620192,"Elizabeth Gaskell, Alan Shelston",1854,North and South,eng,4.13,95274
11330361,1451629184,Jaycee Dugard,2011,A Stolen Life,en-US,3.89,72713
7913305,,Amish Tripathi,2010,The Immortals of Meluha,eng,4,62784
8650,752224417,Michael Crichton,1995,The Lost World,eng,3.72,83389
9593913,62014536,Lauren Oliver,2013,Requiem,eng,3.74,100593
13890,812550285,Robert Jordan,1996,A Crown of Swords,eng,4,86421
21348,192840509,"Aesop, Laura Harris, Laura Gibbs",-560,Aesopica,eng,4.05,88508
394535,679728759,Cormac McCarthy,1985,Blood Meridian: Or the Evening Redness in the West,eng,4.18,71095
12751687,1442426675,Becca Fitzpatrick,2012,Finale,eng,4.22,107569
13440,751504386,Stephen King,1985,Skeleton Crew,eng,3.93,82320
22206,99437961,Chuck Palahniuk,2002,Lullaby,,3.73,66713
6969361,8129115301,Chetan Bhagat,2009,Two States,eng,3.42,67866
263145,1421508222,"Matsuri Hino, Tomo Kimura",2005,ヴァンパイア騎士 1,eng,4.1,89733
91478,451458923,Jim Butcher,2002,Summer Knight,eng,4.3,91012
61975,345484266,"Anne McCaffrey, Teodor Panasiński",1968,Dragonflight,eng,4.1,95378
1081560,618968474,"John D. Rateliff, J.R.R. Tolkien",2007,"The History of the Hobbit, Part One: Mr. Baggins",eng,3.81,108399
17788401,,Colleen Hoover,2014,Ugly Love,eng,4.3,107583
47401,014100018X,Joanne Harris,1998,Chocolat,eng,3.95,84770
293101,553116606,Jay Anson,1977,The Amityville Horror,eng,3.82,80959
11713,771068719,Michael Ondaatje,1992,The English Patient,,3.88,83741
13639050,1936305550,Sylvain Reynard,2012,Gabriel's Rapture,eng,4.22,91213
11012,192839993,"James Joyce, Jeri Johnson",1914,Dubliners,eng,3.85,73140
