Year,Month,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2012,Sep,8,27,22,17,24,21,16,100,82,64,1011,1007,1001,16,12,1,29,7,55,9.91,"Fog , Rain"
2012,Sep,9,26,22,17,16,13,9,87,63,38,1012,1010,1008,16,16,16,16,5,26,T,
2012,Sep,10,22,18,14,14,8,4,78,57,35,1021,1016,1012,16,16,16,23,8,39,0,
2012,Sep,11,23,18,12,9,6,3,71,50,29,1025,1024,1021,16,16,16,14,5,26,0,
2012,Sep,12,27,21,15,12,11,8,75,54,33,1028,1027,1025,16,16,16,14,5,27,0,
2012,Sep,13,27,22,17,14,13,12,78,60,42,1029,1027,1025,16,16,16,14,4,26,0,
2012,Sep,14,27,22,18,16,14,12,84,62,39,1026,1023,1019,16,16,16,16,6,29,0,
2012,Sep,15,23,19,16,16,9,7,84,61,38,1021,1019,1018,16,16,16,21,7,37,0.25,
2012,Sep,16,24,19,13,9,8,7,72,54,35,1021,1019,1017,16,16,16,14,3,23,0,
2012,Sep,17,26,20,14,14,9,8,77,55,33,1020,1018,1017,16,16,16,13,5,-,0,
2012,Sep,18,24,22,19,21,20,19,97,88,79,1013,1007,1004,16,9,0,35,10,56,39.12,"Fog , Rain"
2012,Sep,19,21,18,14,19,8,4,100,67,33,1022,1015,1007,16,16,13,19,8,34,T,Rain
2012,Sep,20,21,17,12,13,11,6,78,68,57,1023,1021,1020,16,16,16,19,9,26,0,
2012,Sep,21,24,20,16,14,12,9,84,66,47,1021,1019,1016,16,16,16,16,8,27,0,
2012,Sep,22,24,20,16,19,16,13,93,80,66,1016,1012,1009,16,14,2,23,5,37,5.59,Rain
2012,Sep,23,20,17,13,16,7,3,93,65,37,1020,1016,1011,16,16,13,21,10,34,0,
2012,Sep,24,19,16,12,7,4,2,71,53,34,1022,1020,1019,16,16,16,19,6,24,0,
2012,Sep,25,22,17,12,12,8,4,67,54,41,1023,1021,1020,16,16,16,24,10,39,0,
2012,Sep,26,25,21,17,17,14,12,78,69,60,1021,1018,1016,16,16,14,19,7,34,0.25,
2012,Sep,27,24,21,17,17,16,14,93,75,57,1022,1020,1018,16,13,3,16,4,27,1.52,Rain
2012,Sep,28,21,18,16,19,18,14,100,89,78,1022,1017,1014,16,9,0,16,7,26,49.78,"Fog , Rain"
2012,Sep,29,18,16,14,14,12,11,93,80,67,1014,1013,1012,16,15,6,13,4,19,0,
2012,Sep,30,20,17,13,12,11,7,93,69,45,1012,1010,1008,16,16,16,21,5,32,T,
2012,Oct,1,21,16,11,10,8,7,77,61,44,1015,1012,1010,16,16,16,24,7,39,0,
2012,Oct,2,21,19,17,17,14,9,100,78,56,1017,1016,1015,16,7,1,16,5,24,9.65,"Fog , Rain"
2012,Oct,3,23,20,17,20,19,17,100,92,84,1021,1018,1015,8,5,1,10,2,14,0,Fog
2012,Oct,4,23,21,19,20,19,18,97,88,79,1021,1019,1017,13,6,4,13,2,19,T,Rain
2012,Oct,5,26,21,16,17,14,12,93,68,42,1018,1016,1013,16,15,10,13,5,24,0,
2012,Oct,6,25,19,12,15,12,6,78,66,54,1016,1011,1008,16,15,13,26,9,43,0,
2012,Oct,7,12,10,8,9,6,2,93,74,54,1020,1018,1016,16,14,6,14,3,23,4.83,Rain
2012,Oct,8,13,10,7,7,6,4,93,76,59,1025,1023,1020,16,16,16,13,5,21,0,
2012,Oct,9,14,12,10,12,10,6,93,82,71,1024,1022,1019,16,14,5,21,10,27,0.76,Rain
2012,Oct,10,19,16,12,14,11,2,100,75,50,1019,1014,1009,16,10,2,24,9,42,6.35,Rain
2012,Oct,11,15,12,8,4,1,-2,71,52,33,1023,1020,1015,16,16,16,23,9,42,0,
2012,Oct,12,13,9,6,4,1,-4,71,57,42,1030,1023,1018,16,16,16,26,9,40,0,
2012,Oct,13,12,8,3,6,-2,-7,71,50,28,1033,1031,1027,16,16,16,19,6,31,0,
2012,Oct,14,21,17,12,13,9,4,78,64,49,1026,1020,1014,16,16,16,24,10,42,0,
2012,Oct,15,22,18,15,17,15,13,93,80,66,1013,1007,1004,16,13,4,21,8,35,5.08,Rain
2012,Oct,16,15,12,9,11,3,1,75,59,43,1013,1009,1005,16,16,16,29,9,50,0,
2012,Oct,17,16,12,7,7,4,2,76,60,44,1016,1015,1013,16,16,16,13,3,23,0,
2012,Oct,18,18,14,10,13,9,6,86,71,56,1017,1016,1014,16,16,11,21,7,37,T,
2012,Oct,19,19,18,16,18,17,14,100,92,84,1015,1009,1005,16,7,1,21,8,39,22.61,"Fog , Rain"
2012,Oct,20,21,17,12,17,12,4,100,71,42,1010,1006,1004,16,10,2,23,6,39,0,
2012,Oct,21,18,14,9,6,4,2,77,57,36,1018,1014,1010,16,16,16,23,9,34,0,
2012,Oct,22,19,14,9,6,5,4,77,57,37,1020,1017,1016,16,16,16,21,7,35,0,
2012,Oct,23,18,16,12,13,8,5,75,64,52,1020,1019,1018,16,14,6,13,2,16,0.76,Rain
2012,Oct,24,15,14,13,13,12,11,93,84,75,1023,1021,1019,16,11,6,16,8,21,T,Rain
2012,Oct,25,17,15,13,12,11,9,86,79,72,1025,1024,1023,16,16,16,13,5,16,0,
2012,Oct,26,18,16,14,13,12,11,86,77,67,1024,1022,1020,16,16,16,10,3,14,0,
2012,Oct,27,18,17,15,13,12,11,84,76,67,1020,1016,1013,16,15,11,24,10,32,0,
2012,Oct,28,15,14,13,11,8,6,75,66,57,1013,1009,1004,16,16,16,39,19,61,0,
2012,Oct,29,17,14,11,16,12,7,93,80,66,1003,980,966,16,8,2,61,30,100,17.02,Rain
2012,Oct,30,12,11,8,11,8,5,93,84,74,999,993,982,16,13,2,34,12,61,6.86,Rain
2012,Oct,31,10,8,7,5,3,2,89,73,56,1002,1000,998,16,16,14,21,8,31,0.25,Rain
2012,Nov,1,11,8,6,4,3,2,76,66,56,1003,1002,1001,16,16,16,23,9,31,0,
2012,Nov,2,12,9,6,3,1,-2,71,57,42,1008,1004,1003,16,16,16,26,11,45,0,
2012,Nov,3,11,8,4,-1,-2,-2,62,52,42,1014,1010,1008,16,16,16,29,14,47,0,
2012,Nov,4,11,7,4,-1,-1,-2,70,58,46,1015,1014,1013,16,16,16,23,11,31,0,
2012,Nov,5,7,4,2,-3,-5,-7,59,50,41,1022,1017,1015,16,16,16,21,8,32,0,
2012,Nov,6,6,3,-1,-4,-8,-9,59,47,34,1024,1022,1019,16,16,16,19,9,32,0,
2012,Nov,7,5,2,-1,1,-2,-8,100,72,44,1018,1011,1008,16,7,0,35,17,53,28.45,"Fog , Rain , Snow"
2012,Nov,8,9,4,0,-1,-3,-6,92,66,39,1013,1009,1007,16,11,1,26,12,45,1.52,Snow
2012,Nov,9,12,7,2,0,-4,-6,62,47,32,1023,1018,1013,16,16,16,26,13,42,0,
2012,Nov,10,13,9,6,4,2,0,71,63,54,1030,1027,1023,16,12,8,14,2,35,0,
2012,Nov,11,18,14,10,10,8,4,86,71,56,1032,1031,1030,16,12,6,13,4,26,0,
2012,Nov,12,19,14,9,14,11,8,100,84,67,1032,1029,1022,16,10,0,24,6,39,0,Fog
2012,Nov,13,17,11,4,14,5,-3,90,72,53,1031,1026,1020,16,15,10,21,10,35,2.29,Rain
2012,Nov,14,8,6,3,-2,-4,-5,64,55,45,1034,1032,1031,16,16,16,24,10,34,0,
2012,Nov,15,7,4,2,-2,-4,-6,64,55,45,1032,1029,1026,16,16,16,21,8,27,0,
2012,Nov,16,8,6,3,-2,-3,-4,70,56,42,1031,1028,1026,16,16,16,21,8,29,0,
2012,Nov,17,11,7,4,-1,-2,-4,64,54,44,1037,1035,1031,16,16,16,19,8,26,0,
2012,Nov,18,9,7,3,2,0,-3,76,66,56,1038,1037,1035,16,16,14,21,10,27,0,
2012,Nov,19,8,6,3,3,2,-1,82,74,65,1034,1029,1024,16,16,16,23,9,32,0,
2012,Nov,20,11,8,4,2,0,-1,79,63,46,1024,1022,1020,16,16,16,14,7,19,0,
2012,Nov,21,12,8,4,2,-1,-2,70,56,42,1024,1022,1021,16,16,16,16,7,24,0,
2012,Nov,22,12,9,5,6,3,0,86,70,54,1025,1023,1020,16,16,13,14,4,19,0,
2012,Nov,23,13,10,6,7,5,3,86,70,54,1020,1013,1005,16,14,11,19,8,27,0.25,Rain
2012,Nov,24,10,6,2,5,-6,-10,74,55,36,1011,1007,1005,16,16,16,34,16,55,0,
2012,Nov,25,4,3,1,-6,-8,-11,56,48,40,1014,1012,1010,16,16,16,24,11,45,0,
2012,Nov,26,9,6,2,-6,-7,-8,56,44,31,1024,1020,1014,16,16,16,24,9,35,0,
2012,Nov,27,6,3,1,2,0,-7,100,70,39,1026,1024,1023,16,10,2,21,9,32,13.46,"Rain , Snow"
2012,Nov,28,5,3,1,1,-4,-7,85,67,48,1025,1023,1022,16,16,14,23,9,34,0,
2012,Nov,29,6,4,1,-4,-6,-7,61,52,43,1028,1026,1025,16,15,14,24,11,42,0,
2012,Nov,30,8,6,3,1,-2,-5,76,61,45,1031,1029,1026,16,15,13,29,9,40,0,
2012,Dec,1,5,4,2,3,1,-2,92,81,70,1034,1032,1030,16,13,6,29,14,40,0,
2012,Dec,2,11,8,5,8,6,4,100,87,74,1031,1026,1020,14,5,1,23,5,42,1.02,"Fog , Rain"
2012,Dec,3,16,13,9,8,7,6,93,72,51,1025,1022,1019,16,12,6,19,6,31,0,
2012,Dec,4,17,13,8,12,9,6,100,84,67,1026,1023,1015,16,9,2,13,5,26,1.78,Rain
2012,Dec,5,14,8,2,11,2,-8,86,63,40,1024,1017,1013,16,16,16,29,13,53,T,Rain
2012,Dec,6,4,2,-2,-6,-8,-10,58,48,37,1028,1026,1023,16,16,16,24,5,34,0,
2012,Dec,7,8,5,2,7,3,-5,100,78,56,1025,1021,1016,16,9,3,19,4,27,3.56,Rain
2012,Dec,8,10,8,7,9,7,6,100,93,86,1017,1014,1012,10,5,1,16,5,23,9.14,Rain
2012,Dec,9,10,8,6,9,5,0,100,85,70,1024,1021,1016,16,10,3,24,11,37,4.57,Rain
2012,Dec,10,15,11,7,14,12,7,100,94,87,1015,1006,1001,11,6,1,19,6,27,0.76,"Fog , Rain"
2012,Dec,11,14,10,5,8,1,-4,93,71,49,1023,1012,1003,16,15,10,24,9,39,1.52,Rain
2012,Dec,12,6,4,2,-4,-5,-6,59,51,43,1030,1028,1023,16,16,3,16,5,26,0,
2012,Dec,13,8,5,2,-2,-4,-6,70,55,40,1031,1029,1027,16,16,16,19,2,23,0,
2012,Dec,14,9,6,3,-3,-5,-6,64,49,34,1026,1024,1021,16,16,14,26,8,39,0,
2012,Dec,15,8,6,3,0,-2,-3,64,55,45,1027,1025,1023,16,16,14,16,6,23,0,
2012,Dec,16,8,7,6,7,5,1,100,81,62,1023,1017,1013,16,9,2,34,14,48,10.16,Rain
2012,Dec,17,6,6,4,6,5,3,100,95,89,1013,1009,1003,16,8,3,29,15,40,7.37,Rain
2012,Dec,18,12,9,6,8,6,0,100,83,65,1004,1000,998,16,10,2,29,12,43,12.95,Rain
2012,Dec,19,8,6,4,0,-3,-4,67,55,42,1020,1010,1003,16,16,16,29,15,52,0,
2012,Dec,20,8,5,2,6,-1,-5,83,67,51,1023,1019,1010,16,16,8,24,9,47,0.51,Rain
2012,Dec,21,13,8,2,12,6,-3,96,78,59,1006,992,986,16,11,3,39,16,64,17.78,Rain
2012,Dec,22,3,3,2,-1,-5,-9,82,61,40,1010,1000,993,16,16,13,39,20,69,T,Snow
2012,Dec,23,6,4,2,-5,-7,-10,59,46,32,1014,1012,1010,16,16,16,26,11,37,0,
2012,Dec,24,4,3,1,1,-4,-8,100,74,47,1019,1016,1014,16,12,4,19,6,27,1.78,Snow
2012,Dec,25,5,3,0,2,-1,-4,100,80,59,1024,1017,1013,16,12,4,23,9,35,1.52,
2012,Dec,26,4,1,-2,3,-2,-8,96,80,63,1025,1014,998,16,8,1,48,22,72,25.15,"Fog , Rain , Snow"
2012,Dec,27,4,2,-1,3,-1,-8,100,81,61,1011,1000,991,16,12,3,47,20,71,15.75,Rain
2012,Dec,28,3,1,-1,-6,-6,-8,69,61,52,1019,1016,1011,16,16,16,27,12,47,0,
2012,Dec,29,1,0,-1,1,-2,-6,100,82,63,1017,1005,999,16,8,0,24,10,34,6.6,"Fog , Snow"
2012,Dec,30,1,-1,-2,-4,-9,-11,78,60,41,1022,1012,1002,16,16,16,35,18,66,0,
2012,Dec,31,3,1,-2,-5,-7,-11,63,56,48,1022,1018,1012,16,16,16,24,12,40,0,
